page,list_index,room_id,name,address,visibility,weekly_price,rent_weekly,rent_weekly_number,deposit,deposit_number,maintenance_weekly,maintenance_weekly_number,maintenance_included,maintenance_description,cleaning_fee,cleaning_fee_number,long_term_discount_raw,immediate_move_in_discount_raw,refund_policy
4,0,83325,길동 고급 T66,서울특별시 강동구 길동 386-4 에스아이팰리스 강동센텀2 6층 606,공개,"400,000원","400,000",400000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 관리비 포함,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",보통
4,1,82633,은평구 2룸 풀옵 l4,서울특별시 은평구 갈현동 490-2 나비드빌 2층 203호,비공개,"280,000원","280,000",280000,"330,000원",330000,"50,000",50000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다. 전기와 가스를 과도하게 사용할 경우 퇴실시 추가요금이 청구될 수 있습니다.,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
4,2,82627,서울역 편안한투룸 L3,서울특별시 중구 만리동1가 35-2 하람휴 11층 1102호,공개,"700,000원","700,000",700000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다. (주차비 제외) 전기와 가스를 과도하게 사용할 경우 퇴실 후 추가요금이 청구될 수 있습니다.,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
4,3,82231,초특가 송파오금 H33,서울특별시 송파구 오금동 133-13 스타팰리스 3층 303,공개,"200,000원","200,000",200000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금 포함,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 5일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 5일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
4,4,81523,장안동 원룸 K3,서울특별시 동대문구 장안동 372-5 장안 NEW CITY 14층 1413호,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금 포함입니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
4,5,81517,강동역 원룸 A92,서울특별시 강동구 천호동 167-157 예건네스빌 9층 902호,공개,"250,000원","250,000",250000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
4,6,81225,강동역 2룸 U94,서울특별시 강동구 천호동 167-160 9층 성우 904호,공개,"450,000원","450,000",450000,"330,000원",330000,"85,000",85000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다. 과도한 공과금은 청구 될 수 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",약한
4,7,80470,길동강동 B9,서울특별시 강동구 길동 386-8 8층 은성 806호,공개,"240,000원","240,000",240000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",약한
4,8,80128,길동역 원룸 E4,서울특별시 강동구 길동 457-1 강동렘브란트 5층 506,공개,"250,000원","250,000",250000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금 포함,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
4,9,80123,길동역 원룸 E3,서울특별시 강동구 길동 457-1 강동렘브란트 2층 204,공개,"250,000원","250,000",250000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금 포함,"60,000",60000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
5,0,78965,길동 원룸 F2,서울특별시 강동구 둔촌동 425-15 오앤하우스 4층 401호,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
5,1,78963,초특가 강동역 A62,서울특별시 강동구 천호동 167-157 예건네스빌 6층 602호,공개,"250,000원","250,000",250000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
5,2,77292,길동 1.5룸 T32,서울특별시 강동구 길동 386-4 에스아이팰리스 강동센텀2 3층 302,공개,"400,000원","400,000",400000,"330,000원",330000,"150,000",150000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금 포함,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",보통
5,3,77287,길동 1.5룸 T71,서울특별시 강동구 길동 386-4 에스아이팰리스 강동센텀2 7층 701,공개,"400,000원","400,000",400000,"330,000원",330000,"150,000",150000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",공과금 모두 포함,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",보통
5,4,77194,길동 1.5룸 T46,서울특별시 강동구 길동 386-4 에스아이팰리스 강동센텀2 4층 406,공개,"400,000원","400,000",400000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 관리비 포함,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",보통
5,5,77193,길동 1.5룸 T31,서울특별시 강동구 길동 386-4 에스아이팰리스 강동센텀2 3층 301,공개,"400,000원","400,000",400000,"330,000원",330000,0,0,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 관리비 포함,0,0,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",보통
5,6,74718,2월특가 3룸 U83,서울특별시 강동구 천호동 167-160 8층 성우 803호,공개,"680,000원","680,000",680000,"330,000원",330000,"150,000",150000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금이 포함되어 있습니다. 과도한 공과금 청구 될 수 있습니다.,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",보통
5,7,74717,강동역 2룸 U24,서울특별시 강동구 천호동 167-160 2층 성우 204호,공개,"450,000원","450,000",450000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다. 과도한 공과금은 청구 될 수 있습니다.,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 5만 원 할인 5일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 5만 원 할인 5일 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인",약한
5,8,73667,강동역 2룸 U21,서울특별시 강동구 천호동 167-160 2층 성우 201호,공개,"500,000원","500,000",500000,"330,000원",330000,"150,000",150000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다. 과도한 공과금은 청구 될 수 있습니다.,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",강한
5,9,73664,강동역 3룸 U93,서울특별시 강동구 천호동 167-160 9층 성우 903호,공개,"680,000원","680,000",680000,"330,000원",330000,"150,000",150000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금이 포함되어 있습니다. 과도한 공과금 청구 될 수 있습니다.,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",보통
6,0,72701,송파 오금 H42,서울특별시 송파구 오금동 133-13 스타팰리스 4층 402,공개,"260,000원","260,000",260000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다. 포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 5주 이상 계약 시 10% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 4만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
6,1,72467,강동역 원룸 A22,서울특별시 강동구 천호동 167-157 예건네스빌 2층 202호,공개,"250,000원","250,000",250000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",과도한 관리비는 추가요금을 청구합니다. 1달 이상 계약시 입/퇴실 사용량을 체크 할 수 있습니다,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",강한
6,2,63729,송파 오금 H13,서울특별시 송파구 오금동 133-13 스타팰리스 1층 103,공개,"200,000원","200,000",200000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",약한
6,3,63728,올림픽공원 G2,서울특별시 강동구 성내동 548-4 에스아이팰리스 센트럴성내 5층 502,공개,"280,000원","280,000",280000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",약한
6,4,63726,강동역 5분 F1,서울특별시 강동구 성내동 244-5 한양 립스 5층 503,공개,"250,000원","250,000",250000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
6,5,63725,길동 3월특가 D3,서울특별시 강동구 길동 415-16 청광플러스원큐브3차 5층 507,공개,"320,000원","320,000",320000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
6,6,63722,강동역 길동 D8,서울특별시 강동구 길동 456-3 강동 큐브 16층 1604,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",약한
6,7,63718,길동역 원룸 C4,서울특별시 강동구 길동 387-5 길동청광플러스원큐브1차 7층 709호,공개,"240,000원","240,000",240000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",보통
6,8,63717,초특가!!강동역 B35,서울특별시 강동구 천호동 560-2 더하임 8층 305,공개,"280,000원","280,000",280000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다. 2주단기 할인,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",약한
6,9,63715,길동강동 J2,서울특별시 강동구 길동 386-8 6층 은성 603호,공개,"200,000원","200,000",200000,"330,000원",330000,"150,000",150000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",약한
7,0,63627,강동역 1.5룸 B34,서울특별시 강동구 천호동 560-2 더하임 3층 304호,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
7,1,63626,강동역 1.5룸 B24,서울특별시 강동구 천호동 560-2 더하임 2층 204호,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
7,2,61405,송파 오금 H12,서울특별시 송파구 오금동 133-13 스타팰리스 1층 102,공개,"240,000원","240,000",240000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다. 포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",약한
7,3,61404,송파 오금 H25,서울특별시 송파구 오금동 133-13 스타팰리스 2층 205,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다. 포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",약한
