page,list_index,room_id,name,address,visibility,weekly_price,rent_weekly,rent_weekly_number,deposit,deposit_number,maintenance_weekly,maintenance_weekly_number,maintenance_included,maintenance_description,cleaning_fee,cleaning_fee_number,long_term_discount_raw,immediate_move_in_discount_raw,refund_policy
7,4,61106,미사역 원룸 I2,경기도 하남시 망월동 1147-2 힐스테이트에코미사강변 8층 804,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",보통
7,5,60862,미사 이번주 특가 I3,경기도 하남시 망월동 1148 하남미사 롯데캐슬 헤븐시티 Ⅱ 9층 960,공개,"360,000원","360,000",360000,"330,000원",330000,"120,000",120000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",약한
7,6,60827,길동역 원룸 C5,서울특별시 강동구 길동 387-5 길동청광플러스원큐브1차 9층 910호,공개,"200,000원","200,000",200000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
7,7,60568,길동역 복층 E5,서울특별시 강동구 길동 413-24 12층 동구햇살 1203,공개,"360,000원","360,000",360000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다. 모든 공과금은 관리비에 포함되어 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",약한
7,8,59692,비공개 11,서울특별시 중랑구 중화동 293-5 세종에코그린 3층 304,비공개,"280,000원","280,000",280000,"330,000원",330000,"120,000",120000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}","전기,수도,가스,인터넷은 포함 주차는 별도입니다.","50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 10% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",약한
7,9,59619,길동 성심병원 D4,서울특별시 강동구 길동 415-16 청광플러스원큐브3차 8층 806호,공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}","전기,수도,가스,인터넷은 포함 주차는 별도입니다","80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
8,0,59616,올림픽공원 G1,서울특별시 강동구 성내동 548-4 에스아이팰리스 센트럴성내 2층 2,공개,"380,000원","380,000",380000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}","전기,수도,가스,인터넷은 포함 주차비는 별도입니다.","80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",약한
8,1,54599,길동 성심병원 D6,서울특별시 강동구 길동 415-16 청광플러스원큐브3차 13층 1315호,비공개,"280,000원","280,000",280000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",강한
8,2,51834,길동역 원룸 C2,서울특별시 강동구 길동 387-5 길동청광플러스원큐브1차 6층 608호,비공개,"200,000원","200,000",200000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
8,3,50485,길동역 원룸 C3,서울특별시 강동구 길동 387-5 길동청광플러스원큐브1차 6층 609호,비공개,"130,000원","130,000",130000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",보통
8,4,50483,길동역 원룸 C1,서울특별시 강동구 길동 387-5 길동청광플러스원큐브1차 2층 207호,비공개,"130,000원","130,000",130000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",약한
8,5,50482,초특가 오금 H21,서울특별시 송파구 오금동 133-13 스타팰리스 2층 201,공개,"230,000원","230,000",230000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함되어 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 4일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 4일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주",약한
8,6,50480,송파 오금 H23,서울특별시 송파구 오금동 133-13 스타팰리스 2층 203,공개,"200,000원","200,000",200000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금 포함,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 5일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 5일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
8,7,36476,울산시청 N1,울산광역시 남구 신정동 643-1 3층 307호,공개,"280,000원","280,000",280000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",관리비포함,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 4만 원 할인 1주 관리비 원 / 1주","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 4만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
8,8,35846,길동역세권 C7,서울특별시 강동구 길동 388-7 다성이즈빌 5층 506호,공개,"350,000원","350,000",350000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",관리비는 포함됩니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 4만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 4만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
8,9,33583,길동 1.5룸 T51,서울특별시 강동구 길동 386-4 에스아이팰리스 강동센텀2 5층 501,공개,"400,000원","400,000",400000,"330,000원",330000,"120,000",120000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 관리비 포함,"90,000",90000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 3만 원 할인 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주",약한
9,0,31906,동대문2룸 K1,서울특별시 동대문구 장안동 344-5 선일크라시아 1층 101호,공개,"420,000원","420,000",420000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",공과금에 모든 관리비는 포함합니다. 과도한 사용시 추가 청구 있습니다.,"100,000",100000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",강한
9,1,29690,노원 방학 k5,서울특별시 도봉구 방학동 711-1 7층 101동 709호,공개,"280,000원","280,000",280000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 관리비는 포함됩니다. 4주이상시 사용료에 따라 청구합니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 7% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 4일 이내 입주 시 3만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 4일 이내 입주 시 3만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",강한
9,2,29601,강동역 원룸 A44,서울특별시 강동구 천호동 167-157 예건네스빌 4층 404호,공개,"250,000원","250,000",250000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 포함됩니다. 장기숙박시 조정합니다,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",강한
9,3,28774,강동역 원룸 A24,서울특별시 강동구 천호동 167-157 예건네스빌 2층 204호,공개,"280,000원","280,000",280000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",과도한 관리비는 추가요금을 청구합니다. 1달 이상 계약시 입/퇴실 사용량을 체크 할 수 있습니다,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",강한
9,4,27619,신정동. 2룸 N3,울산광역시 남구 신정동 1323-50 수아지오 시티 10층 1007호,공개,"320,000원","320,000",320000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",강한
9,5,27249,울산 신정 N2,울산광역시 남구 신정동 643-1 3층 315호,공개,"280,000원","280,000",280000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",공과금은 포함 됩니다. 인터넷 설치는 안되어 있습니다.,"75,000",75000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 4주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스 수도",보통
9,6,20256,강동역 원룸 A25,서울특별시 강동구 천호동 167-157 예건네스빌 2층 205호,공개,"280,000원","280,000",280000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다.,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 20% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 5만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 5만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
9,7,19541,강동역 원룸 A72,서울특별시 강동구 천호동 167-157 예건네스빌 7층 702호,공개,"250,000원","250,000",250000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",모든 공과금은 관리비에 포함됩니다,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 2만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
9,8,19215,비공개 1,서울특별시 강동구 둔촌동 425-15 오앤하우스 9층 904호,비공개,"190,000원","190,000",190000,"330,000원",330000,"80,000",80000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",포함된 항목을 과도하게 사용하는 경우 추가 관리비를 요청할 수 있습니다.,"50,000",50000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 3만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 3만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",보통
9,9,19213,강동역도보5분 A82,서울특별시 강동구 천호동 167-157 예건네스빌 8층 802호,공개,"250,000원","250,000",250000,"330,000원",330000,"70,000",70000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",관리비는 1주일에 5만원으로 모두 포함됩니다. 주차는 월 3만원 별도입니다,"70,000",70000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 5주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 7일 이내 입주 시 1만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",약한
10,0,18750,강동역 2룸 A33,서울특별시 강동구 천호동 167-157 예건네스빌 3층 303호,공개,"500,000원","500,000",500000,"330,000원",330000,"100,000",100000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",관리비는 전기.가스.수도.인터넷 포함합니다. 2룸의 풀옵션으로 편하게 이용하실수 있습니다.,"80,000",80000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 3주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 5만 원 할인 3일 이내 입주 시","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 오늘 이내 입주 시 5만 원 할인 3일 이내 입주 시 3만 원 할인 1주 관리비 원 / 1주",약한
10,1,18692,둔촌 2룸 F3,서울특별시 강동구 둔촌동 61-8 태상아트빌아파트 5층 501호,공개,"350,000원","350,000",350000,"330,000원",330000,"120,000",120000,"{""가스"":""포함"",""수도"":""포함"",""전기"":""포함""}",관리비 포함입니다,"120,000",120000,"장기 계약 할인 예시 2주 이상 계약 시, 5% 할인 제공 2주 이상 계약 시 5% 할인 즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 3만 원 할인 1주 관리비","즉시 입주 할인 예시 오늘부터 1일 이내 입주 시, 3만 원 할인 제공 3일 이내 입주 시 3만 원 할인 1주 관리비 원 / 1주 삼삼엠투는 관리비 정산을 대행하지 않으므로, 평소 관리비를 고려하여 관리비 설정을 추천드립니다. 관리비 포함 항목 가스",강한
